OBJECTID,CITY_NAME,POP_1980,POP_1990,POP_2000,POP_2010,ALLCRASH,FCRASH,MACRASH,MICRASH,POCRASH,PDOCRASH,TPROPDMG,ALLINJS,TFATALITY,TMAJINJ,TMININJ,TPOSSINJ,TUNKINJ,ALCDRUGCR,ALCDRUGFCR,ALCDRUGMCR,ALCDRUGFAT,ALCDRUGMAJ,ALCDRUGINJ,ALCDRUGFI,ALCOCR,ALCOFCR,ALCOMCR,ALCOFAT,ALCOMAJ,ALCOINJ,ALCOFI,MOTOCR,MOTOFCR,MOTOMCR,MOTOFAT,MOTOMAJ,MOTOINJ,MOTOFI,PEDCR,PEDFCR,PEDMCR,PEDFAT,PEDMAJ,PEDINJ,PEDFI,BIKECR,BIKEFCR,BIKEMCR,BIKEFAT,BIKEMAJ,BIKEINJ,BIKEFI,SBUSCR,SBUSFCR,SBUSMCR,SBUSFAT,SBUSMAJ,SBUSINJ,SBUSFI,NBUSCR,NBUSFCR,NBUSMCR,NBUSFAT,NBUSMAJ,NBUSINJ,NBUSFI,TRKCR,TRKFCR,TRKMCR,TRKFAT,TRKMAJ,TRKINJ,TRKFI,HTRKCR,HTRKFCR,HTRKMCR,HTRKFAT,HTRKMAJ,HTRKINJ,HTRKFI,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,HOUR1,HOUR2,HOUR3,HOUR4,HOUR5,HOUR6,HOUR7,HOUR8,HOUR9,HOUR10,HOUR11,HOUR12,CITY_NUMBER,YEAR,REST_UPDATED,REST_UTC_OFFSET,AREA_ACRE,PERIMETER_METER,Shape__Area,Shape__Length
9515,Mediapolis,1685,1637,1644,1560,23,0,0,3,0,20,69191,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,3,2,1,3,3,0,1,3,1,0,2,4,0,0,0,3,4,2,3,4,5,0,2,0,4930,2007,2019-10-08T09:33:46.589Z,-05:00,773.845969232681,8171.04088,5505197.875,10832.3519762717
9516,Oakville,470,442,439,173,2,0,0,1,0,1,4600,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,5642,2007,2019-10-08T09:33:46.589Z,-05:00,272.345243231433,5226.14404,1942727.95703125,6939.46143559965
9517,Winfield,1042,1051,1131,1134,5,0,0,2,1,2,36800,4,0,0,3,1,0,2,0,0,0,0,3,3,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,2,0,0,0,0,0,1,8480,2007,2019-10-08T09:33:46.589Z,-05:00,667.188946148186,7014.60691,4763361.546875,9317.32027344438
9518,Crawfordsville,290,265,295,264,1,0,0,1,0,0,2600,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1695,2007,2019-10-08T09:33:46.589Z,-05:00,237.500344820979,4107.00733,1700158.0703125,5460.39172327608
9519,Winterset,4021,4196,4768,5190,41,0,0,6,4,31,157943,11,0,0,6,3,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,3,4,3,4,5,6,3,4,1,6,1,1,3,0,1,3,6,5,6,6,5,1,5,0,8497,2006,2019-10-08T09:33:46.589Z,-05:00,2884.67914595792,40001.48073,20732160,53326.4725500131
9520,Lorimor,405,377,427,360,1,0,0,0,0,1,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4515,2006,2019-10-08T09:33:46.589Z,-05:00,195.851232154212,4776.65572,1398279.86328125,6343.92456513154
9521,Thayer,87,79,66,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7622,2006,2019-10-08T09:33:46.589Z,-05:00,75.7072139300268,2225.53006,538921.75,2951.94230463911
9522,Donnellson,972,940,963,912,4,0,0,0,1,3,18350,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,1,2,0,0,1,0,2040,2007,2019-10-08T09:33:46.589Z,-05:00,809.515876097081,11211.95338,5696244.75390625,14784.3194998099
9523,Danville,994,926,914,934,12,0,0,3,2,7,29501,7,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,1,0,2,2,1,1,0,0,2,0,1,1,1,2,2,0,1,2,1822,2007,2019-10-08T09:33:46.589Z,-05:00,485.251700576032,6481.07587,3436682.59765625,8582.14418998969
9524,Lone Tree,1014,979,1151,1300,4,0,0,0,0,4,10400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,4492,2007,2019-10-08T09:33:46.589Z,-05:00,625.621423872291,8031.98525,4515767.859375,10730.9449624655
9525,Columbus Junction,1429,1616,1900,1899,14,1,0,1,0,12,76950,2,1,0,2,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,1,1,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,2,1,1,0,1,0,1,2,1,1,0,1,1,0,0,2,2,4,1,1,1,1,0,2,3,2,2,0,1,2,0,0,1490,2007,2019-10-08T09:33:46.589Z,-05:00,1327.45473752968,18189.63923,9521417.92578125,24207.0356968152
9526,Malcom,418,447,352,287,1,0,0,0,0,1,3500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4655,2006,2019-10-08T09:33:46.589Z,-05:00,442.270886467739,5356.37701,3213901.59765625,7178.35884837065
9527,Sully,828,841,904,821,2,1,0,0,0,1,3500,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,7467,2006,2019-10-08T09:33:46.589Z,-05:00,372.263470805478,6200.69398,2694551.54296875,8289.49125784801
9528,Montezuma,1485,1651,1440,1462,13,0,0,1,2,10,55800,5,0,0,1,3,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1,0,3,0,3,1,1,1,1,0,0,0,0,0,3,0,1,3,4,1,1,0,5172,2006,2019-10-08T09:33:46.589Z,-05:00,1567.54872834692,10323.39213,11348106.9921875,13801.7296127085
9529,Windsor Heights,5474,5190,4805,4860,133,0,0,7,31,95,566260,53,0,0,8,37,8,10,0,0,0,0,14,14,10,0,0,0,0,14,14,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,6,0,0,0,0,7,7,1,0,0,0,0,1,1,6,9,8,12,12,11,10,11,13,15,12,14,4,6,2,4,20,11,14,18,24,17,6,7,8477,2006,2019-10-08T09:33:46.589Z,-05:00,915.018573760008,9023.51053,6628424.0234375,12075.3496255366
9530,Grinnell,8868,8902,9105,9218,103,0,1,8,17,77,527240,31,0,1,8,20,2,5,0,0,0,0,6,6,5,0,0,0,0,6,6,1,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,10,9,0,0,0,0,9,9,8,7,11,11,7,6,4,10,7,13,5,14,2,4,3,6,6,13,12,18,18,9,7,5,3127,2007,2019-10-08T09:33:46.589Z,-05:00,3529.63473196586,32975.96508,25673444.5546875,44210.6530438969
9531,Richland,600,522,587,584,2,0,0,0,0,2,18200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,6437,2007,2019-10-08T09:33:46.589Z,-05:00,659.364115205876,6533.07592,4715993.6640625,8685.29914163053
9532,Pleasant Plain,144,128,131,93,1,0,1,0,0,0,2500,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6112,2007,2019-10-08T09:33:46.589Z,-05:00,648.198197780942,6470.54478,4630720.71875,8597.16442382198
9533,Mount Sterling,96,53,40,36,2,0,0,1,0,1,12000,2,0,0,2,0,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,5297,2007,2019-10-08T09:33:46.589Z,-05:00,351.344875672743,4797.50852,2470300.33203125,6322.30822174829
9534,Birmingham,410,386,423,448,2,0,0,1,0,1,10200,2,0,0,1,1,0,1,0,0,0,0,2,2,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,652,2007,2019-10-08T09:33:46.589Z,-05:00,635.619530517495,6437.91962,4504108.1015625,8520.77794011308
9535,Keosauqua,1003,1020,1066,1006,19,0,0,1,2,16,57900,3,0,0,1,2,0,2,0,0,0,0,2,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,1,2,0,0,0,5,2,1,2,2,0,0,1,3,0,4,4,2,2,0,1,3950,2007,2019-10-08T09:33:46.589Z,-05:00,995.451689423833,8033.58739,7023459.61328125,10607.3818230189
9536,Cantril,299,271,257,222,1,0,0,0,1,0,4500,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1080,2007,2019-10-08T09:33:46.589Z,-05:00,321.852379514235,5162.70347,2264578.76171875,6806.14728201135
9537,Maharishi Vedic City,0,0,85,1294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,2019-10-08T09:33:46.589Z,-05:00,2056.13897001039,19532.76554,14647989.3789063,25915.7302372707
9538,Batavia,525,520,500,499,3,0,0,0,1,2,6700,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,422,2007,2019-10-08T09:33:46.589Z,-05:00,393.731876480873,6307.51648,2799918.24609375,8362.52067354569
9539,Milton,567,506,550,443,1,0,0,0,0,1,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5092,2007,2019-10-08T09:33:46.589Z,-05:00,1725.14675971748,10953.19129,12148784.3867188,14447.84773617
9540,Packwood,210,208,223,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5865,2007,2019-10-08T09:33:46.589Z,-05:00,473.333424559643,5588.6703,3380017.15234375,7421.71877937462
9541,Eldridge,3279,3378,4159,5651,59,0,2,6,14,37,249703,32,0,2,8,15,7,8,0,1,0,1,9,9,6,0,0,0,0,7,7,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,4,0,0,0,0,5,5,3,0,0,0,0,3,3,6,3,2,6,3,7,4,2,6,8,6,6,0,3,4,4,6,3,1,17,4,5,7,4,2290,2006,2019-10-08T09:33:46.589Z,-05:00,6137.67868033061,27528.85115,44509240.875,36848.2206178458
9542,Libertyville,281,264,325,315,3,0,0,0,1,2,5000,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,1,0,0,4345,2007,2019-10-08T09:33:46.589Z,-05:00,320.71475621113,4849.02837,2278142.25390625,6420.10941761567
9543,Buffalo,1569,1250,1321,1270,15,0,1,0,1,13,56000,4,0,1,1,2,0,4,0,0,0,0,4,4,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,2,2,1,0,2,2,2,0,1,2,0,1,1,2,2,1,0,2,1,0,1,0,2,3,952,2006,2019-10-08T09:33:46.589Z,-05:00,4341.39563888678,34194.12228,31316899.046875,45629.8894739926
9544,Elk Horn,746,672,649,662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2305,2007,2019-10-08T09:33:46.589Z,-05:00,471.232622219961,6326.36303,3412464.25390625,8466.48682153805
9545,Kimballton,362,289,342,322,2,0,0,0,1,1,5700,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3985,2007,2019-10-08T09:33:46.589Z,-05:00,521.541581955587,6436.25437,3780627.4921875,8618.1024075475
9546,Harlan,5357,5148,5282,5106,46,0,0,5,7,34,177250,13,0,0,5,8,0,4,0,0,0,0,4,4,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,4,3,6,3,8,3,4,3,0,4,2,6,2,2,1,2,4,6,12,6,4,4,3,0,3275,2007,2019-10-08T09:33:46.589Z,-05:00,2811.47312349406,14250.50562,20394587.4296875,19083.8514947578
9547,Portsmouth,240,209,225,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6195,2007,2019-10-08T09:33:46.589Z,-05:00,246.408921805941,4027.80102,1787518.28515625,5394.02237401848
9548,Stockton,240,187,182,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7405,2006,2019-10-08T09:33:46.589Z,-05:00,80.8050847834825,2620.67632,585114.1640625,3504.12218769316
9549,Wellman,1125,1085,1393,1408,7,0,0,1,1,5,31850,2,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,1,2,0,0,0,0,0,0,0,1,3,0,2,1,0,0,0,8222,2006,2019-10-08T09:33:46.589Z,-05:00,730.033616530528,11330.87689,5266581.55859375,15129.6725672914
9550,Washington,6584,7074,7047,7266,81,1,2,9,5,64,384584,21,1,2,12,7,0,4,1,1,1,1,4,5,3,1,1,1,1,3,4,2,0,1,0,1,1,1,2,0,0,0,0,2,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,3,0,0,0,0,3,3,8,2,8,5,6,9,9,3,4,10,7,10,2,2,2,4,12,8,14,16,9,6,4,2,8140,2006,2019-10-08T09:33:46.589Z,-05:00,3063.72200941763,19372.99886,21988126.6757813,25795.4566081287
9551,Hills,547,662,679,703,3,0,0,0,1,2,5200,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,3472,2006,2019-10-08T09:33:46.589Z,-05:00,343.843755409081,21719.90278,2487663.578125,29084.819692868
9552,Ladora,289,308,287,283,2,0,0,0,0,2,8800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4100,2006,2019-10-08T09:33:46.589Z,-05:00,224.325241483655,3914.04819,1632557.47265625,5248.19532399173
9553,Hartwick,92,115,83,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3310,2006,2019-10-08T09:33:46.589Z,-05:00,111.45132209263,2993.93222,811841.0859375,4019.81446710369
9554,Victor,1046,966,952,893,1,0,0,0,0,1,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7990,2006,2019-10-08T09:33:46.589Z,-05:00,313.865190344742,4863.9391,2282446.3359375,6520.15584022117
9555,Clinton,32828,29201,27772,26885,809,1,16,45,186,561,2603911,339,1,19,60,191,69,52,0,3,0,3,58,58,48,0,3,0,3,54,54,5,0,1,0,1,5,5,15,1,0,1,0,17,18,20,0,2,0,2,19,19,3,0,0,0,0,5,5,4,0,0,0,0,12,12,39,1,1,1,1,38,39,30,1,1,1,1,29,30,65,55,57,74,76,55,70,74,64,80,78,61,24,20,12,47,48,78,114,132,133,80,51,46,1415,2006,2019-10-08T09:33:46.589Z,-05:00,24197.1755149528,72554.36333,176568398.667969,97416.3667487772
9556,Low Moor,346,280,240,288,2,0,0,0,0,2,1700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4552,2006,2019-10-08T09:33:46.589Z,-05:00,346.106297701413,6602.91152,2522460.19140625,8857.36300562179
9557,Bayard,637,511,536,471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,437,2007,2019-10-08T09:33:46.589Z,-05:00,281.696449459039,4840.47481,2056150.515625,6500.14978137509
9558,Thurman,221,239,236,229,1,0,0,0,0,1,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7657,2007,2019-10-08T09:33:46.589Z,-05:00,349.931076481483,4761.29249,2475326.41015625,6294.79821694614
9559,Gravity,245,218,218,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3070,2007,2019-10-08T09:33:46.589Z,-05:00,217.662787988108,4077.02137,1536938.46484375,5388.53873804186
9560,Clearfield,433,417,371,363,5,0,0,1,0,4,13850,5,0,0,5,0,0,1,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1385,2007,2019-10-08T09:33:46.589Z,-05:00,756.332470843567,12630.746,5347380.08203125,16698.2958720389
9561,Jamaica,275,232,237,224,1,0,0,0,1,0,5500,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3782,2006,2019-10-08T09:33:46.589Z,-05:00,239.699113682755,4021.95204,1749246.39453125,5398.9137362923
